Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
France,2015,BYD,"$13,177 ",2729.0,7.27,100446.0,BEV,61545.0,no
Canada,2018,Tesla,"$38,447 ",2720.0,5.41,79369.0,HEV,43913.0,yes
Norway,2020,Kia,"$31,997 ",4747.0,15.05,82838.0,HEV,47332.0,no
Germany,2022,Volkswagen,"$27,026 ",466.0,13.48,72962.0,HEV,30794.0,Yes
Norway,2023,Chevrolet,"$5,948 ",1189.0,9.79,16022.0,BEV,7406.0,No
UK,2023,Volkswagen,"$32,323 ",409.0,2.81,130862.0,HEV,47851.0,yes
China,2022,Nissan,"$34,906 ",2158.0,18.84,77685.0,PHEV,69828.0,Yes
Japan,2023,Tesla,"$42,279 ",429.0,16.28,100288.0,PHEV,16422.0,yes
France,2020,Nissan,"$4,981 ",2303.0,23.92,29158.0,BEV,25022.0,No
Netherlands,2023,Chevrolet,"$41,261 ",910.0,7.24,65001.0,BEV,60353.0,yes
India,2024,Hyundai,"$25,317 ",2395.0,2.87,26988.0,HEV,1163.0,Yes
Netherlands,2024,Renault,"$41,924 ",3052.0,8.71,53558.0,HEV,5798.0,Yes
Japan,2024,Volkswagen,"$22,920 ",2365.0,8.71,53220.0,BEV,11749.0,no
Germany,2024,BMW,"$39,095 ",555.0,10.42,134042.0,PHEV,34361.0,no
China,2020,Renault,"$21,723 ",3814.0,12.44,42600.0,PHEV,56316.0,no
Norway,2023,BYD,"$43,904 ",2682.0,28.7,77688.0,PHEV,4191.0,no
Japan,2016,Ford,"$6,672 ",1130.0,25.39,27953.0,HEV,29671.0,Yes
Japan,2023,BMW,"$23,753 ",2257.0,7.58,98369.0,PHEV,8099.0,yes
USA,2023,Hyundai,"$36,724 ",3516.0,3.07,114540.0,BEV,17531.0,yes
UK,2023,Nissan,"$23,304 ",4337.0,11.24,72659.0,HEV,10866.0,no
Germany,2017,Tesla,"$5,031 ",4504.0,28.33,70058.0,BEV,58906.0,No
UK,2022,Ford,"$28,638 ",2499.0,3.85,105933.0,PHEV,6439.0,No
Netherlands,2022,Nissan,"$47,741 ",1583.0,3.4,88020.0,HEV,24888.0,YES
Netherlands,2022,BYD,"$18,130 ",3729.0,23.31,54274.0,BEV,53161.0,YES
Canada,2015,Renault,"$32,625 ",1623.0,3.01,111665.0,PHEV,62558.0,yes
Netherlands,2019,Ford,"$21,169 ",379.0,10.34,107836.0,PHEV,26227.0,YES
Germany,2023,BYD,"$6,478 ",779.0,18.45,46549.0,PHEV,70519.0,YES
Germany,2022,Hyundai,"$10,003 ",3369.0,20.04,68869.0,BEV,17905.0,yes
Netherlands,2017,Renault,"$46,338 ",2330.0,27.91,74144.0,PHEV,46000.0,yes
China,2015,Volkswagen,"$22,668 ",4593.0,13.53,79087.0,PHEV,50145.0,no
Norway,2021,Ford,"$14,791 ",3253.0,6.73,114780.0,HEV,62332.0,no
France,2024,Nissan,"$12,758 ",1577.0,10.19,90030.0,HEV,38643.0,Yes
China,2017,BMW,"$43,219 ",4361.0,16.81,130469.0,PHEV,59712.0,no
France,2024,Kia,"$45,768 ",4568.0,3.66,95457.0,BEV,45638.0,Yes
China,2015,BYD,"$26,562 ",4092.0,5.37,57301.0,BEV,58804.0,Yes
India,2017,Hyundai Inc,"$43,785 ",3764.0,22.99,111697.0,PHEV,9706.0,Yes
Japan,2016,Ford,"$9,394 ",1663.0,17.39,62006.0,HEV,30725.0,Yes
China,2018,Chevrolet,"$48,731 ",1865.0,24.2,117787.0,PHEV,4081.0,Yes
Netherlands,2016,BYD,"$11,829 ",2169.0,23.73,97728.0,BEV,48701.0,no
Netherlands,2023,Volkswagen,"$43,741 ",2659.0,25.36,80592.0,PHEV,27832.0,Yes
India,2023,Renault,"$12,587 ",1134.0,4.62,23183.0,PHEV,19313.0,YES
India,2020,Kia,"$48,139 ",1023.0,18.2,116503.0,BEV,74445.0,YES
France,2019,Tesla,"$38,856 ",4927.0,21.17,99652.0,BEV,65429.0,No
Norway,2019,Nissan,"$39,159 ",4293.0,24.03,55538.0,PHEV,60664.0,Yes
USA,2022,Chevrolet,"$28,266 ",2640.0,14.95,123999.0,BEV,70122.0,yes
France,2016,Nissan,"$16,587 ",4441.0,7.54,24230.0,HEV,37727.0,Yes
Netherlands,2022,Volkswagen,"$11,505 ",2593.0,20.62,26731.0,PHEV,64646.0,yes
USA,2019,Volkswagen,"$29,231 ",2972.0,15.45,36228.0,BEV,56506.0,YES
USA,2021,Nissan,"$22,317 ",2984.0,24.93,33575.0,BEV,58775.0,YES
Canada,2015,Kia,"$11,220 ",1179.0,11.77,62508.0,BEV,26051.0,yes
Netherlands,2024,Tesla Inc,"$27,886 ",1336.0,29.95,62673.0,PHEV,22621.0,no
China,2023,Nissan,"$19,009 ",2181.0,12.13,34481.0,BEV,4471.0,YES
Canada,2023,BMW,"$35,365 ",3706.0,17.99,134274.0,PHEV,36525.0,Yes
China,2016,Kia,"$25,070 ",1910.0,23.69,87400.0,BEV,26122.0,no
USA,2019,Kia,"$5,517 ",4686.0,25.42,28953.0,HEV,43963.0,yes
France,2023,Hyundai,"$2,596 ",713.0,15.01,29797.0,PHEV,20715.0,YES
India,2024,Volkswagen,"$29,809 ",2988.0,13.67,99729.0,PHEV,44619.0,Yes
Germany,2024,Volkswagen,"$43,321 ",2866.0,5.61,51852.0,HEV,38051.0,No
Germany,2023,BMW,"$23,752 ",1441.0,2.65,117325.0,BEV,10557.0,yes
Canada,2023,Hyundai,"$9,935 ",172.0,8.99,84932.0,HEV,18015.0,YES
Norway,2016,Hyundai,"$33,472 ",591.0,2.9,130516.0,BEV,6347.0,No
Japan,2016,Chevrolet,"$30,814 ",2653.0,18.97,81840.0,PHEV,16892.0,yes
UK,2022,BMW,"$8,427 ",1181.0,4.71,74855.0,BEV,51601.0,YES
India,2022,Chevrolet,"$12,429 ",2549.0,23.84,36098.0,PHEV,71968.0,yes
Netherlands,2017,Nissan,"$21,144 ",2371.0,29.41,50372.0,BEV,35521.0,YES
Japan,2018,Tesla,"$32,203 ",2362.0,14.45,121099.0,BEV,63292.0,yes
France,2015,BYD,"$29,555 ",1941.0,11.14,121091.0,PHEV,7304.0,no
Germany,2015,BMW,"$33,865 ",3072.0,16.81,110280.0,PHEV,8521.0,Yes
Germany,2016,Ford,"$6,671 ",2100.0,2.96,52300.0,BEV,46232.0,yes
Germany,2015,Volkswagen,"$21,508 ",1643.0,3.37,100529.0,HEV,70184.0,No
France,2023,Ford,"$48,445 ",4958.0,5.09,63802.0,HEV,69673.0,Yes
China,2017,Tesla,$597 ,3225.0,12.94,14521.0,PHEV,70286.0,YES
India,2015,BYD,"$28,233 ",4693.0,2.81,119256.0,BEV,31651.0,Yes
China,2017,BMW,"$43,539 ",2334.0,5.78,108409.0,HEV,10283.0,YES
USA,2023,Nissan,"$31,073 ",4989.0,16.06,104128.0,HEV,11983.0,Yes
Japan,2020,Ford,"$31,432 ",1759.0,5.69,33213.0,BEV,57700.0,No
Norway,2016,Renault,"$28,124 ",2115.0,22.77,58242.0,BEV,23263.0,Yes
India,2022,Ford,"$14,065 ",3980.0,27.37,38713.0,HEV,51729.0,no
Japan,2020,Volkswagen,"$42,471 ",2284.0,4.06,92034.0,BEV,27390.0,Yes
Netherlands,2016,Volkswagen,"$23,628 ",2436.0,12.03,57286.0,BEV,7852.0,No
India,2024,Ford,"$29,950 ",2561.0,6.41,80109.0,PHEV,52707.0,no
Japan,2018,BMW,"$14,021 ",4573.0,17.18,95278.0,HEV,38711.0,Yes
UK,2017,BMW,"$2,398 ",4145.0,15.7,88518.0,HEV,66031.0,YES
Germany,2023,Tesla,"$33,880 ",697.0,5.41,102723.0,PHEV,40901.0,yes
USA,2017,Hyundai,"$11,705 ",1791.0,25.85,75692.0,PHEV,64370.0,no
Norway,2015,Renault,"$32,352 ",1920.0,4.55,89833.0,HEV,2283.0,YES
Netherlands,2021,Hyundai,"$34,191 ",1135.0,29.41,61361.0,HEV,9438.0,yes
UK,2018,Renault,"$20,595 ",1570.0,3.7,48414.0,HEV,25217.0,Yes
China,2019,Chevrolet,"$10,087 ",3567.0,16.68,42017.0,PHEV,31090.0,no
USA,2023,Volkswagen,"$22,453 ",3000.0,19.9,42341.0,HEV,44732.0,YES
UK,2024,Tesla,"$16,587 ",1164.0,26.51,76752.0,HEV,70615.0,no
China,2018,Kia,"$36,616 ",3841.0,3.53,133264.0,PHEV,26556.0,Yes
India,2022,Renault,"$18,599 ",2603.0,11.09,32829.0,HEV,30009.0,Yes
Norway,2016,Kia,"$42,355 ",1684.0,25.47,75957.0,HEV,75658.0,YES
India,2022,BYD,"$13,076 ",733.0,22.44,102045.0,BEV,2089.0,No
China,2017,Nissan,"$37,846 ",945.0,1.11,106340.0,PHEV,77229.0,Yes
France,2019,Volkswagen,"$39,612 ",4229.0,29.76,77210.0,PHEV,42814.0,Yes
USA,2018,BMW,"$25,715 ",2248.0,10.87,125460.0,HEV,64278.0,YES
UK,2015,Kia,"$47,746 ",4638.0,1.96,142558.0,PHEV,51100.0,No
UK,2015,BMW,"$44,833 ",469.0,7.75,144529.0,BEV,51939.0,no
Germany,2019,Chevrolet,"$30,016 ",2267.0,19.87,117677.0,BEV,73954.0,Yes
Germany,2022,Volkswagen,"$23,246 ",2464.0,5.9,107543.0,BEV,16223.0,YES
Germany,2024,Kia,"$7,201 ",2607.0,7.58,94717.0,PHEV,75567.0,yes
UK,2020,Volkswagen,"$15,537 ",3628.0,12.97,88215.0,PHEV,13109.0,YES
China,2022,Nissan,"$22,510 ",605.0,1.52,46893.0,PHEV,62709.0,Yes
Netherlands,2016,Tesla,"$4,749 ",1760.0,4.7,75373.0,HEV,54330.0,No
India,2019,Renault,"$15,782 ",2956.0,22.86,41046.0,PHEV,60675.0,No
Germany,2015,BMW,"$5,575 ",2230.0,28.92,79341.0,PHEV,49200.0,Yes
Norway,2021,Nissan,"$11,502 ",4738.0,9.16,64644.0,HEV,57307.0,Yes
Canada,2015,Ford,"$32,155 ",2522.0,8.01,92866.0,BEV,7816.0,yes
India,2016,Hyundai,"$12,139 ",4926.0,9.62,111373.0,BEV,72363.0,no
Netherlands,2019,Chevrolet,"$33,262 ",77.0,26.44,49111.0,PHEV,55869.0,YES
Japan,2015,Nissan,"$5,874 ",4800.0,16.41,81687.0,BEV,52631.0,Yes
USA,2022,Hyundai,"$10,385 ",2325.0,17.9,76472.0,HEV,30165.0,yes
China,2018,Renault,"$43,446 ",2054.0,16.23,140582.0,HEV,47403.0,yes
Norway,2017,Tesla,"$26,134 ",986.0,2.88,87005.0,BEV,33174.0,Yes
Netherlands,2022,Hyundai,"$34,715 ",2389.0,27.41,107568.0,HEV,65046.0,yes
China,2023,Ford,"$43,356 ",4764.0,26.88,133024.0,PHEV,15567.0,Yes
UK,2019,Volkswagen,"$15,368 ",1583.0,18.16,94370.0,BEV,29803.0,YES
Canada,2016,BMW,"$35,275 ",1195.0,14.71,99099.0,PHEV,43752.0,yes
India,2020,BMW,"$28,869 ",1946.0,2.15,58802.0,HEV,5378.0,No
UK,2019,Hyundai,"$41,083 ",3461.0,14.62,117951.0,HEV,43604.0,No
Netherlands,2022,BMW,"$18,339 ",4806.0,1.16,37048.0,HEV,59557.0,yes
France,2016,Tesla,"$18,043 ",4660.0,25.47,115081.0,HEV,17724.0,no
Canada,2018,BYD,"$4,328 ",1978.0,7.34,36665.0,PHEV,6482.0,no
Japan,2024,Nissan,"$27,505 ",1810.0,24.68,98953.0,BEV,5648.0,no
USA,2021,Ford,"$49,562 ",192.0,26.35,120590.0,PHEV,23207.0,YES
UK,2015,Volkswagen,"$15,614 ",1527.0,29.79,99890.0,PHEV,60518.0,yes
Japan,2017,BMW,"$44,699 ",3701.0,22.17,123978.0,HEV,61348.0,no
Netherlands,2018,BMW,"$42,592 ",3349.0,20.56,66024.0,HEV,65089.0,Yes
Japan,2019,Nissan,"$34,255 ",3331.0,21.92,113937.0,BEV,53893.0,No
USA,2016,Hyundai,"$36,320 ",736.0,2.18,104731.0,PHEV,24377.0,yes
Canada,2019,Volkswagen,"$47,237 ",4043.0,20.29,51981.0,HEV,25995.0,no
Japan,2023,Renault,"$34,203 ",3818.0,12.72,59509.0,HEV,20086.0,No
USA,2018,Renault,"$14,876 ",4016.0,12.97,52512.0,PHEV,52649.0,No
UK,2018,Volkswagen,"$35,110 ",1876.0,18.36,110747.0,PHEV,79033.0,yes
USA,2023,BYD,"$5,158 ",3199.0,4.36,52777.0,BEV,18154.0,Yes
Netherlands,2015,Chevrolet Inc,"$20,039 ",2511.0,4.5,98352.0,PHEV,31373.0,yes
India,2023,Ford,"$33,654 ",3431.0,5.12,113582.0,BEV,29669.0,no
India,2024,Tesla,"$38,892 ",1829.0,12.23,57406.0,PHEV,37268.0,YES
India,2019,Ford,"$25,450 ",2130.0,9.88,87499.0,HEV,63493.0,No
Canada,2023,Kia,"$40,258 ",3144.0,3.87,56692.0,PHEV,65047.0,no
Germany,2022,Renault,"$48,275 ",2051.0,11.73,115952.0,BEV,46734.0,Yes
Norway,2016,Ford,"$36,629 ",2990.0,19.73,76961.0,PHEV,22312.0,yes
Japan,2015,Volkswagen,"$28,340 ",2616.0,5.48,69719.0,BEV,18297.0,No
China,2023,Hyundai,"$2,511 ",1452.0,10.88,15249.0,BEV,48498.0,no
Netherlands,2017,Volkswagen,"$11,620 ",1839.0,25.57,91859.0,HEV,1929.0,Yes
Netherlands,2019,Chevrolet,"$49,015 ",1910.0,29.19,57084.0,HEV,43359.0,Yes
Japan,2023,Tesla,"$20,299 ",452.0,16.43,91487.0,BEV,8597.0,YES
China,2016,Chevrolet,"$49,614 ",1267.0,12.47,69307.0,BEV,54161.0,No
Germany,2015,Tesla,"$2,669 ",2182.0,11.74,77520.0,PHEV,9036.0,Yes
Netherlands,2024,Nissan,"$32,278 ",3168.0,13.88,99599.0,PHEV,72675.0,YES
UK,2018,Tesla,"$6,844 ",2426.0,3.56,28382.0,PHEV,64918.0,No
China,2023,Nissan Inc,"$15,473 ",1946.0,12.18,58734.0,BEV,28716.0,YES
India,2021,Nissan,"$11,082 ",956.0,11.33,21651.0,HEV,57882.0,no
Norway,2020,Nissan,"$5,357 ",350.0,10.93,68800.0,PHEV,75027.0,YES
Germany,2021,Chevrolet,$638 ,368.0,16.8,87014.0,HEV,31654.0,Yes
Japan,2016,Hyundai,"$26,379 ",1144.0,24.69,40662.0,PHEV,64922.0,Yes
France,2022,Tesla,"$39,920 ",3180.0,26.53,115885.0,BEV,47840.0,YES
China,2019,Ford,"$49,480 ",2577.0,2.14,141248.0,HEV,36428.0,YES
China,2017,BMW,"$43,671 ",1919.0,7.6,83646.0,HEV,2140.0,Yes
Canada,2024,BMW,"$25,342 ",1855.0,16.47,45937.0,HEV,77021.0,Yes
UK,2018,Ford,"$28,564 ",2464.0,12.21,91718.0,HEV,13991.0,Yes
Canada,2020,BMW,"$6,642 ",3832.0,17.63,106310.0,HEV,54410.0,yes
Japan,2022,Ford,"$2,884 ",4986.0,9.65,83902.0,HEV,41510.0,No
USA,2022,Nissan,"$49,433 ",2500.0,1.89,75951.0,BEV,25045.0,yes
USA,2018,Nissan,"$34,405 ",2537.0,27.95,41250.0,PHEV,37674.0,No
India,2016,Tesla,"$19,837 ",2377.0,9.68,71988.0,HEV,18611.0,no
Canada,2020,Renault,"$11,386 ",4684.0,22.4,45178.0,HEV,10764.0,no
Netherlands,2015,Nissan,"$21,120 ",1777.0,28.18,29415.0,BEV,42160.0,no
France,2020,BMW,"$20,310 ",3665.0,4.22,54265.0,PHEV,62388.0,No
Canada,2019,Tesla,"$45,216 ",2025.0,3.1,74436.0,PHEV,75085.0,Yes
Germany,2021,Nissan,"$22,531 ",2432.0,25.42,80230.0,BEV,47092.0,no
China,2020,Nissan,"$10,850 ",2565.0,26.04,80337.0,PHEV,18622.0,yes
India,2015,Renault,"$5,227 ",3975.0,8.72,30009.0,HEV,29454.0,YES
Netherlands,2015,Volkswagen,"$2,868 ",446.0,1.98,65070.0,BEV,31750.0,YES
France,2021,BYD,"$11,076 ",192.0,15.59,50409.0,HEV,2589.0,yes
China,2022,Tesla,"$39,823 ",1021.0,9.79,137925.0,PHEV,47101.0,Yes
China,2021,Nissan,"$46,609 ",2317.0,5.14,118735.0,BEV,57071.0,YES
Germany,2021,Nissan,"$45,909 ",1274.0,15.82,78806.0,BEV,51961.0,YES
USA,2018,Volkswagen,"$3,667 ",3807.0,21.5,32657.0,PHEV,63551.0,No
Canada,2016,Hyundai,"$14,587 ",2447.0,8.16,70690.0,BEV,71812.0,No
Japan,2022,BYD,"$6,293 ",4533.0,17.58,23502.0,BEV,44148.0,No
USA,2023,Nissan,"$41,930 ",1958.0,12.24,135052.0,PHEV,45760.0,Yes
USA,2024,Tesla,"$23,978 ",4128.0,8.37,123516.0,BEV,16372.0,Yes
USA,2020,Nissan,"$30,296 ",938.0,9.07,130122.0,HEV,55040.0,No
Canada,2016,Hyundai,"$10,321 ",4638.0,14.79,17163.0,PHEV,64115.0,Yes
China,2018,Kia,"$15,706 ",2597.0,26.11,83620.0,PHEV,68055.0,YES
Netherlands,2020,Kia,"$22,661 ",236.0,11.72,98280.0,HEV,39342.0,yes
China,2020,Tesla,"$20,956 ",2267.0,17.01,48610.0,HEV,30320.0,Yes
USA,2018,Ford,"$28,247 ",2678.0,22.87,112939.0,PHEV,58505.0,YES
India,2015,Nissan,"$20,860 ",1761.0,27.99,117895.0,HEV,48377.0,No
Germany,2018,Volkswagen,"$48,091 ",4927.0,6.78,123174.0,BEV,61948.0,no
France,2018,Kia,"$44,783 ",244.0,11.67,118799.0,BEV,27672.0,no
UK,2021,Volkswagen,"$4,713 ",2111.0,15.96,68220.0,PHEV,58134.0,no
China,2019,Ford,"$2,600 ",3667.0,1.43,23732.0,HEV,19199.0,no
Netherlands,2016,Chevrolet,"$12,450 ",2522.0,16.12,16195.0,BEV,56243.0,YES
India,2021,BYD Inc,"$4,366 ",3774.0,3.22,56740.0,BEV,31116.0,no
Germany,2022,Tesla,"$15,993 ",3472.0,1.51,34901.0,BEV,30336.0,No
Germany,2018,Renault,"$41,492 ",4035.0,7.47,103732.0,BEV,21093.0,No
UK,2022,Ford,"$6,655 ",729.0,9.69,28618.0,BEV,51124.0,yes
UK,2024,Chevrolet,"$28,651 ",3126.0,12.54,75322.0,PHEV,3204.0,yes
Norway,2021,Kia,"$27,733 ",3286.0,22.68,77800.0,HEV,59585.0,no
Germany,2015,Ford,"$41,975 ",402.0,7.94,69398.0,BEV,75707.0,YES
China,2021,BMW,"$8,159 ",3280.0,5.08,41952.0,HEV,47473.0,YES
China,2019,Chevrolet,"$31,726 ",470.0,24.52,111641.0,PHEV,55254.0,No
Germany,2023,Ford,"$47,964 ",2305.0,4.89,125685.0,HEV,28045.0,yes
Japan,2017,Ford,"$45,269 ",2793.0,15.52,73345.0,PHEV,65805.0,yes
India,2024,Renault,"$45,105 ",2655.0,23.06,111206.0,HEV,32433.0,yes
France,2015,Volkswagen,"$43,809 ",1942.0,14.3,141067.0,PHEV,38853.0,Yes
Japan,2020,Kia,"$38,905 ",1126.0,14.96,40397.0,PHEV,9811.0,YES
Netherlands,2015,BMW,"$28,308 ",3833.0,29.85,76461.0,PHEV,55110.0,No
USA,2020,Ford,"$14,479 ",3573.0,28.86,28346.0,BEV,60234.0,No
Japan,2017,Tesla,"$26,351 ",2753.0,21.64,42800.0,BEV,77221.0,no
UK,2022,BMW,"$24,044 ",366.0,13.67,63914.0,HEV,31873.0,Yes
Netherlands,2022,BMW,"$4,142 ",3435.0,21.25,19264.0,HEV,25820.0,no
Norway,2016,Chevrolet,"$3,395 ",939.0,22.96,89527.0,BEV,19793.0,YES
Netherlands,2023,BYD,"$8,699 ",2535.0,21.83,72768.0,BEV,57746.0,YES
Germany,2021,Renault,"$5,467 ",2379.0,15.93,81138.0,BEV,6722.0,yes
France,2020,Ford,"$27,913 ",2670.0,8.13,114780.0,HEV,67732.0,no
Germany,2018,BMW,"$25,742 ",2186.0,2.3,119506.0,BEV,54574.0,Yes
India,2024,Renault,"$20,708 ",3916.0,12.38,120640.0,BEV,4696.0,Yes
UK,2017,Hyundai Inc,"$20,558 ",3939.0,11.36,75079.0,HEV,46740.0,YES
Japan,2017,Renault,"$15,917 ",163.0,27.63,115051.0,PHEV,30961.0,No
Japan,2015,Kia,"$26,292 ",2411.0,20.71,53828.0,HEV,64043.0,YES
Netherlands,2018,Tesla,"$13,496 ",4756.0,17.34,64308.0,HEV,23626.0,YES
China,2020,Nissan,"$39,565 ",4657.0,12.63,110658.0,HEV,3179.0,Yes
China,2022,Tesla,"$45,025 ",3586.0,11.57,109378.0,BEV,46026.0,No
Japan,2022,Volkswagen,"$35,736 ",1400.0,24.52,81831.0,BEV,15270.0,No
UK,2020,Tesla,"$31,408 ",3617.0,11.23,117403.0,BEV,62250.0,no
Germany,2020,Kia,"$17,173 ",2490.0,16.63,25588.0,HEV,44884.0,Yes
France,2024,Volkswagen,"$38,044 ",834.0,18.12,129855.0,HEV,35148.0,No
Japan,2016,Chevrolet,"$43,133 ",2737.0,7.56,129209.0,HEV,78116.0,No
USA,2023,Kia,"$25,417 ",1997.0,29.04,111446.0,HEV,21466.0,No
USA,2015,Tesla,"$30,706 ",4525.0,22.51,58270.0,HEV,23412.0,No
Norway,2019,BYD,"$28,490 ",1859.0,9.78,65007.0,BEV,14156.0,yes
France,2018,Renault,"$17,089 ",4601.0,27.16,114206.0,BEV,28127.0,No
Germany,2018,Kia,"$5,641 ",4318.0,16.73,25016.0,HEV,16088.0,yes
USA,2018,Kia,"$47,635 ",4548.0,8.8,126712.0,PHEV,9712.0,no
Canada,2019,BMW,"$12,797 ",2783.0,8.69,107816.0,BEV,79958.0,yes
Norway,2020,BYD,"$3,110 ",3885.0,29.2,99212.0,HEV,21583.0,Yes
UK,2019,Ford,"$26,082 ",416.0,4.63,60358.0,HEV,20873.0,no
UK,2020,Volkswagen,"$13,550 ",690.0,6.66,36194.0,PHEV,63021.0,no
India,2015,BMW,"$37,625 ",1373.0,29.38,40163.0,BEV,37176.0,no
Norway,2016,Nissan,"$20,055 ",1577.0,12.23,94210.0,BEV,72569.0,No
india,2023,BYD,"$41,828 ",4956.0,23.68,61747.0,BEV,5173.0,No
France,2021,Kia,"$44,333 ",1834.0,29.14,82897.0,BEV,46814.0,Yes
UK,2023,Hyundai,"$17,876 ",2396.0,13.46,58070.0,HEV,1389.0,yes
Japan,2020,BMW,"$34,267 ",4630.0,28.88,49061.0,HEV,59002.0,No
Japan,2016,BYD,"$36,031 ",3673.0,4.82,38512.0,HEV,57408.0,no
Japan,2021,Ford,"$4,231 ",461.0,19.13,96880.0,HEV,65887.0,no
Canada,2018,Kia Inc,"$19,977 ",892.0,15.54,64503.0,BEV,12889.0,Yes
UK,2020,Tesla,"$41,428 ",122.0,1.57,102150.0,HEV,17523.0,No
China,2015,Ford,"$1,924 ",2959.0,10.69,13732.0,PHEV,73525.0,yes
Japan,2023,BMW,"$12,753 ",2616.0,12.06,59973.0,HEV,47163.0,YES
France,2021,Ford,"$4,265 ",2448.0,19.34,80542.0,BEV,23931.0,no
India,2021,Chevrolet,"$22,692 ",3285.0,3.15,83470.0,BEV,46833.0,yes
China,2023,Volkswagen,"$23,125 ",217.0,19.29,89428.0,BEV,77361.0,No
China,2018,Nissan,"$23,193 ",4127.0,5.17,121911.0,HEV,61710.0,YES
Netherlands,2016,Volkswagen,"$16,846 ",2610.0,3.67,82465.0,HEV,62842.0,YES
China,2022,BYD,"$29,767 ",3564.0,19.81,60876.0,PHEV,20233.0,Yes
Japan,2019,Renault,"$48,521 ",1752.0,17.35,61881.0,PHEV,46800.0,no
UK,2021,Ford,"$37,463 ",2565.0,1.06,78850.0,HEV,75816.0,no
USA,2024,Tesla,"$3,142 ",1187.0,14.02,66402.0,HEV,16438.0,no
China,2018,Kia,"$48,942 ",4767.0,28.23,51755.0,PHEV,56276.0,Yes
UK,2021,Nissan,"$41,743 ",2938.0,12.18,121597.0,PHEV,66618.0,no
India,2022,Kia,"$20,374 ",1789.0,22.7,115948.0,HEV,61686.0,no
Germany,2018,Hyundai Inc,"$29,815 ",3686.0,15.87,120824.0,PHEV,69498.0,YES
Netherlands,2018,BYD,"$30,443 ",869.0,18.79,122619.0,HEV,76945.0,yes
Germany,2022,Hyundai,"$4,517 ",2269.0,6.92,15795.0,BEV,44764.0,No
Netherlands,2016,Tesla,"$1,634 ",2794.0,7.22,7673.0,BEV,22281.0,No
Canada,2021,Chevrolet,"$18,068 ",4436.0,18.25,53465.0,PHEV,59671.0,YES
UK,2019,Ford,"$26,749 ",1371.0,24.35,97655.0,BEV,6283.0,no
china,2018,Renault,"$35,261 ",879.0,22.54,46364.0,BEV,34458.0,no
france,2023,BMW,"$25,569 ",499.0,13.4,70085.0,PHEV,30061.0,No
USA,2015,Tesla,"$24,670 ",304.0,8.8,69473.0,BEV,20296.0,No
Norway,2023,Volkswagen,"$13,355 ",3268.0,14.18,34380.0,PHEV,5458.0,no
China,2024,Kia,"$28,773 ",1368.0,2.86,54190.0,BEV,11751.0,No
France,2023,Nissan,"$46,718 ",3779.0,1.64,136553.0,HEV,29927.0,No
Netherlands,2016,BYD,"$41,594 ",3654.0,14.62,134841.0,PHEV,74539.0,Yes
France,2021,BYD,"$32,207 ",3288.0,9.15,69049.0,PHEV,14261.0,no
China,2020,Chevrolet,"$49,893 ",2678.0,24.97,66847.0,HEV,13356.0,No
India,2021,BYD,"$33,463 ",2197.0,8.25,126934.0,HEV,22225.0,no
India,2020,Ford,"$4,106 ",286.0,22.53,31595.0,BEV,15387.0,Yes
Canada,2019,Ford,"$4,427 ",2601.0,24.47,53943.0,PHEV,63061.0,Yes
UK,2017,Hyundai,"$39,389 ",1210.0,15.66,125163.0,BEV,12087.0,yes
France,2022,Ford,"$31,316 ",1246.0,27.2,49729.0,PHEV,60500.0,Yes
China,2024,Kia,"$19,478 ",671.0,16.13,112898.0,HEV,33854.0,no
Japan,2022,BYD,"$15,455 ",3099.0,9.61,95036.0,PHEV,65925.0,yes
USA,2016,Tesla,"$24,001 ",4739.0,11.27,115227.0,PHEV,44939.0,No
China,2017,Hyundai,"$29,845 ",1746.0,7.14,123210.0,BEV,70166.0,Yes
Canada,2023,Hyundai,"$16,034 ",3370.0,13.44,66204.0,PHEV,9640.0,yes
Netherlands,2023,Nissan,"$35,216 ",955.0,10.5,92269.0,PHEV,2920.0,Yes
USA,2024,BMW,"$16,310 ",826.0,28.59,17502.0,BEV,37413.0,no
India,2022,Nissan,"$13,316 ",260.0,14.75,54458.0,BEV,37468.0,Yes
USA,2022,Nissan,"$33,772 ",1631.0,25.46,111046.0,PHEV,26963.0,YES
China,2016,BMW,"$44,454 ",3826.0,16.42,57130.0,HEV,5434.0,yes
Norway,2019,Hyundai,"$38,325 ",4018.0,26.59,44319.0,HEV,5234.0,YES
UK,2018,Volkswagen,"$4,264 ",2999.0,12.25,47479.0,PHEV,24185.0,Yes
China,2019,Chevrolet,"$43,942 ",393.0,6.9,122477.0,PHEV,3581.0,yes
India,2019,Nissan,"$3,263 ",2808.0,16.71,80330.0,BEV,26307.0,YES
India,2016,Tesla,"$31,335 ",2882.0,29.47,69280.0,PHEV,48937.0,YES
India,2016,BMW,"$6,976 ",2614.0,29.69,57659.0,BEV,46276.0,Yes
USA,2015,BMW,"$33,902 ",1779.0,10.31,114600.0,BEV,74933.0,No
China,2019,BMW,"$22,510 ",2900.0,20.05,31536.0,HEV,65925.0,No
France,2019,BMW,"$3,806 ",907.0,20.19,52470.0,BEV,49008.0,no
